"Fec. medida","Código","Evapor. diaria (m³)","Desagüe diario (m³)","Altura diaria (m)","Superf. diaria (m2)","Aport. diaria (m³)","Volumen diario (m³)"
"21/03/2015","EB-010","3.340","1.188.864","30","2.385.487","1.239.889","21.724.554"
"22/03/2015","EB-004","0","1.251.072","34","2.692.865","1.759.834","27.905.968"
"22/03/2015","EB-006","3.284","691.200","58","6.568.982","2.260.978","136.494.286"
"22/03/2015","EB-009","21.913","518.400","74","14.608.755","835.445","337.694.492"
"22/03/2015","EB-010","3.586","1.157.760","30","2.390.555","1.256.715","21.819.923"
"23/03/2015","EB-004","0","1.258.416","34","2.713.213","1.767.178","28.414.730"
"23/03/2015","EB-006","1.323","691.200","59","6.612.619","2.324.288","138.126.051"
"23/03/2015","EB-009","11.704","518.400","74","14.629.940","1.267.934","338.432.322"
"23/03/2015","EB-010","2.660","734.400","30","2.418.427","1.261.588","22.344.451"
"24/03/2015","EB-004","0","1.296.000","34","2.752.084","2.335.108","29.453.838"
"24/03/2015","EB-006","5.343","734.400","59","6.678.177","2.751.722","140.138.030"
"24/03/2015","EB-009","0","432.000","74","14.642.651","874.697","338.875.019"
"24/03/2015","EB-010","2.222","345.600","30","2.468.786","1.298.413","23.295.042"
"25/03/2015","EB-004","0","1.283.040","34","2.771.765","1.839.136","30.009.934"
"25/03/2015","EB-006","23.553","691.200","59","6.729.562","2.261.858","141.685.135"
"25/03/2015","EB-009","99.628","518.400","74","14.651.125","913.160","339.170.151"
"25/03/2015","EB-010","11.271","604.800","30","2.504.593","1.294.818","23.973.789"
"26/03/2015","EB-004","0","1.252.800","35","2.782.590","1.558.652","30.315.786"
"26/03/2015","EB-006","23.040","630.720","59","6.776.479","2.066.334","143.097.709"
"26/03/2015","EB-009","109.915","544.320","74","14.655.362","801.801","339.317.717"
"26/03/2015","EB-010","12.922","701.568","31","2.533.770","1.267.543","24.526.842"
"27/03/2015","EB-004","0","1.261.440","35","2.790.463","1.483.878","30.538.224"
"27/03/2015","EB-006","21.097","691.200","59","6.805.523","1.586.748","143.972.160"
"27/03/2015","EB-009","126.073","669.600","74","14.659.599","943.239","339.465.283"
"27/03/2015","EB-010","15.129","685.152","31","2.564.273","1.278.473","25.105.034"
"28/03/2015","EB-004","0","1.252.800","35","2.796.367","1.419.629","30.705.053"
"28/03/2015","EB-006","33.424","630.720","60","6.821.162","1.135.002","144.443.018"
"28/03/2015","EB-009","112.879","699.840","74","14.659.599","812.719","339.465.283"
"28/03/2015","EB-010","18.425","686.880","31","2.595.047","1.272.418","25.672.147"
"29/03/2015","EB-004","0","1.252.800","35","2.787.510","1.002.557","30.454.810"
"29/03/2015","EB-006","39.640","630.720","60","6.834.567","1.073.953","144.846.611"
"29/03/2015","EB-009","139.266","708.480","74","14.659.599","847.746","339.465.283"
"29/03/2015","EB-010","17.333","696.384","31","2.626.250","1.271.158","26.229.588"
"30/03/2015","EB-004","0","1.252.800","34","2.759.957","474.266","29.676.276"
"30/03/2015","EB-006","34.230","630.720","60","6.846.065","1.005.975","145.187.636"
"30/03/2015","EB-009","139.266","708.480","74","14.659.599","847.746","339.465.283"
"30/03/2015","EB-010","17.273","695.520","32","2.657.454","1.270.235","26.787.030"
"31/03/2015","EB-004","0","1.252.800","34","2.728.206","366.131","28.789.607"
"31/03/2015","EB-006","37.732","630.720","60","6.860.453","1.086.140","145.605.324"
"31/03/2015","EB-009","120.209","708.480","74","14.659.599","828.689","339.465.283"
"31/03/2015","EB-010","19.079","722.304","32","2.687.171","1.272.279","27.317.926"
"01/04/2015","EB-004","0","1.252.800","34","2.690.723","315.607","27.852.414"
"01/04/2015","EB-006","30.926","691.200","60","6.872.444","1.070.199","145.953.397"
"01/04/2015","EB-009","79.185","691.200","74","14.663.836","917.951","339.612.849"
"01/04/2015","EB-010","11.060","1.068.768","32","2.697.573","1.265.642","27.503.740"
"02/04/2015","EB-004","0","1.244.160","33","2.653.240","306.967","26.915.221"
"02/04/2015","EB-006","19.276","622.080","60","6.884.434","989.428","146.301.469"
"02/04/2015","EB-009","46.884","1.118.880","74","14.651.125","723.066","339.170.151"
"02/04/2015","EB-010","6.751","1.192.320","32","2.700.544","1.252.160","27.556.829"
"03/04/2015","EB-004","0","1.235.520","33","2.616.121","306.713","25.986.414"
"03/04/2015","EB-006","23.423","648.000","60","6.889.230","810.653","146.440.699"
"03/04/2015","EB-009","60.035","1.114.560","74","14.642.651","879.463","338.875.019"
"03/04/2015","EB-010","9.733","1.183.680","32","2.703.516","1.246.503","27.609.919"
"04/04/2015","EB-004","0","1.235.520","33","2.578.177","283.555","25.034.449"
"04/04/2015","EB-006","22.046","665.280","60","6.889.230","687.326","146.440.699"
"04/04/2015","EB-009","58.537","1.123.200","74","14.634.177","886.605","338.579.887"
"04/04/2015","EB-010","9.473","1.183.680","32","2.706.488","1.246.243","27.663.009"
"05/04/2015","EB-004","0","1.244.160","32","2.539.207","266.466","24.056.755"
"05/04/2015","EB-006","33.114","673.920","60","6.898.822","985.492","146.719.157"
"05/04/2015","EB-009","64.353","1.123.200","74","14.625.703","892.422","338.284.756"
"05/04/2015","EB-010","9.212","1.192.320","32","2.709.460","1.254.621","27.716.098"
"06/04/2015","EB-004","0","1.244.160","32","2.500.197","313.244","23.125.839"
"06/04/2015","EB-006","16.574","604.800","60","6.906.017","830.218","146.928.001"
"06/04/2015","EB-009","36.532","1.123.200","74","14.612.992","717.034","337.842.058"
"06/04/2015","EB-010","6.781","1.192.320","32","2.712.431","1.252.191","27.769.188"
"07/04/2015","EB-004","0","1.218.240","31","2.457.044","231.185","22.138.784"
"07/04/2015","EB-006","16.592","691.200","60","6.913.211","916.635","147.136.844"
"07/04/2015","EB-009","52.576","1.123.200","74","14.604.518","880.644","337.546.926"
"07/04/2015","EB-010","7.332","1.166.400","32","2.715.403","1.226.822","27.822.278"
"08/04/2015","EB-004","0","699.840","31","2.435.467","206.313","21.645.257"
"08/04/2015","EB-006","17.301","630.720","60","6.920.405","856.865","147.345.688"
"08/04/2015","EB-009","62.745","1.131.840","74","14.591.807","751.888","337.104.229"
"08/04/2015","EB-010","8.637","993.600","32","2.699.058","710.244","27.530.285"
"09/04/2015","EB-004","0","665.280","31","2.418.206","270.458","21.250.435"
"09/04/2015","EB-006","6.928","691.200","60","6.927.599","906.972","147.554.532"
"09/04/2015","EB-009","0","1.123.200","74","14.583.333","828.068","336.809.097"
"09/04/2015","EB-010","2.137","1.170.720","32","2.670.827","668.505","27.025.933"
"10/04/2015","EB-004","0","630.720","31","2.400.645","224.856","20.844.571"
"10/04/2015","EB-006","13.855","604.800","60","6.927.599","618.655","147.554.532"
"10/04/2015","EB-009","58.215","1.684.800","74","14.553.674","710.054","335.776.136"
"10/04/2015","EB-010","5.814","1.136.160","31","2.642.595","637.622","26.521.581"
"11/04/2015","EB-004","0","648.000","31","2.383.322","246.331","20.442.902"
"11/04/2015","EB-006","3.464","691.200","60","6.927.599","694.664","147.554.532"
"11/04/2015","EB-009","14.541","1.555.200","74","14.540.962","1.131.281","335.337.676"
"11/04/2015","EB-010","1.308","1.127.520","31","2.615.849","651.022","26.043.775"
"12/04/2015","EB-004","0","648.000","31","2.366.000","246.331","20.041.233"
"12/04/2015","EB-006","15.235","691.200","60","6.925.201","636.820","147.484.917"
"12/04/2015","EB-009","33.434","1.105.920","74","14.536.724","996.025","335.194.347"
"12/04/2015","EB-010","6.732","1.127.520","31","2.589.103","656.445","25.565.968"
"13/04/2015","EB-004","0","648.000","30","2.347.659","222.703","19.615.936"
"13/04/2015","EB-006","17.307","648.000","60","6.922.803","595.693","147.415.303"
"13/04/2015","EB-009","50.834","1.131.840","74","14.524.010","752.690","334.764.363"
"13/04/2015","EB-010","8.746","959.040","31","2.572.231","657.684","25.255.866"
"14/04/2015","EB-004","0","660.960","30","2.329.317","235.663","19.190.639"
"14/04/2015","EB-006","23.546","648.000","60","6.925.201","741.160","147.484.917"
"14/04/2015","EB-009","103.060","1.002.240","74","14.515.534","818.643","334.477.706"
"14/04/2015","EB-010","15.114","864.000","31","2.561.621","678.004","25.054.756"
"15/04/2015","EB-004","0","639.360","30","2.310.864","215.139","18.766.418"
"15/04/2015","EB-006","9.695","725.760","60","6.925.201","735.455","147.484.917"
"15/04/2015","EB-009","33.434","172.800","74","14.536.724","922.875","335.194.347"
"15/04/2015","EB-010","5.274","1.537.200","30","2.511.225","587.201","24.099.483"
"16/04/2015","EB-004","0","622.080","30","2.291.634","238.696","18.383.034"
"16/04/2015","EB-006","14.543","648.000","60","6.925.201","662.543","147.484.917"
"16/04/2015","EB-009","45.116","172.800","74","14.553.674","799.705","335.776.136"
"16/04/2015","EB-010","6.142","1.654.560","30","2.456.850","630.012","23.068.793"
"17/04/2015","EB-004","0","648.000","30","2.271.274","242.064","17.977.098"
"17/04/2015","EB-006","21.490","691.200","60","6.932.395","921.534","147.693.761"
"17/04/2015","EB-009","67.025","172.800","74","14.570.622","830.088","336.366.399"
"17/04/2015","EB-010","8.141","1.810.080","30","2.394.356","640.877","21.891.449"
"18/04/2015","EB-004","0","630.720","29","2.249.782","202.231","17.548.609"
"18/04/2015","EB-006","29.799","630.720","60","6.929.997","590.904","147.624.146"
"18/04/2015","EB-009","59.774","388.800","74","14.579.096","743.706","336.661.531"
"18/04/2015","EB-010","7.250","1.681.344","29","2.338.612","639.537","20.842.392"
"19/04/2015","EB-004","0","622.080","29","2.228.290","193.592","17.120.121"
"19/04/2015","EB-006","31.163","691.200","60","6.925.201","583.134","147.484.917"
"19/04/2015","EB-009","75.877","345.600","74","14.591.807","864.175","337.104.229"
"19/04/2015","EB-010","10.508","1.565.568","29","2.284.438","633.867","19.900.183"
"20/04/2015","EB-004","0","648.000","29","2.206.798","219.512","16.691.633"
"20/04/2015","EB-006","23.538","691.200","60","6.922.803","645.124","147.415.303"
"20/04/2015","EB-009","78.864","345.600","74","14.604.518","867.161","337.546.926"
"20/04/2015","EB-010","9.731","1.866.240","28","2.211.564","659.135","18.683.347"
"21/04/2015","EB-004","0","591.840","29","2.183.489","133.861","16.233.654"
"21/04/2015","EB-006","20.768","635.040","60","6.922.803","655.808","147.415.303"
"21/04/2015","EB-009","59.913","392.256","74","14.612.992","747.301","337.842.058"
"21/04/2015","EB-010","7.797","1.857.600","28","2.107.163","602.261","17.420.211"
"22/04/2015","EB-004","0","630.720","29","2.160.402","180.548","15.783.482"
"22/04/2015","EB-006","22.153","561.600","60","6.922.803","583.753","147.415.303"
"22/04/2015","EB-009","54.084","457.920","74","14.617.229","659.570","337.989.624"
"22/04/2015","EB-010","7.155","1.903.392","27","1.987.435","638.967","16.148.631"
"23/04/2015","EB-004","0","630.720","28","2.137.316","180.548","15.333.310"
"23/04/2015","EB-006","27.691","596.160","60","6.922.803","623.851","147.415.303"
"23/04/2015","EB-009","73.129","345.600","74","14.625.703","713.861","338.284.756"
"23/04/2015","EB-010","8.109","1.854.144","26","1.885.764","640.114","14.926.492"
"24/04/2015","EB-004","0","630.720","28","2.112.031","137.674","14.840.264"
"24/04/2015","EB-006","31.153","691.200","60","6.922.803","722.353","147.415.303"
"24/04/2015","EB-009","73.192","345.600","74","14.638.414","861.489","338.727.453"
"24/04/2015","EB-010","6.915","2.058.912","26","1.772.978","639.091","13.499.756"
"25/04/2015","EB-004","0","622.080","28","2.086.080","131.569","14.349.753"
"25/04/2015","EB-006","27.682","622.080","60","6.920.405","580.147","147.345.688"
"25/04/2015","EB-009","70.305","371.520","74","14.646.888","736.957","339.022.585"
"25/04/2015","EB-010","8.665","1.987.200","25","1.666.409","632.579","12.136.470"
"26/04/2015","EB-004","0","622.080","28","2.054.580","178.356","13.906.029"
"26/04/2015","EB-006","19.357","626.400","60","6.913.211","436.913","147.136.844"
"26/04/2015","EB-009","51.294","375.840","74","14.655.362","722.266","339.317.717"
"26/04/2015","EB-010","3.417","1.937.088","24","1.552.999","626.694","10.822.659"
"27/04/2015","EB-004","0","648.000","28","2.023.080","204.276","13.462.305"
"27/04/2015","EB-006","20.034","648.000","60","6.908.415","528.805","146.997.615"
"27/04/2015","EB-009","87.983","388.800","74","14.663.836","771.915","339.612.849"
"27/04/2015","EB-010","3.924","1.673.568","23","1.453.426","652.722","9.797.889"
"28/04/2015","EB-004","0","604.800","27","1.990.148","140.906","12.998.411"
"28/04/2015","EB-006","24.171","648.000","60","6.906.017","602.557","146.928.001"
"28/04/2015","EB-009","88.034","388.800","74","14.672.310","771.965","339.907.980"
"28/04/2015","EB-010","8.472","1.789.344","22","1.366.486","613.943","8.614.016"
"29/04/2015","EB-004","0","604.800","27","1.987.285","564.461","12.958.072"
"29/04/2015","EB-006","31.066","691.200","60","6.903.619","652.651","146.858.386"
"29/04/2015","EB-009","110.138","345.600","74","14.685.021","898.436","340.350.678"
"29/04/2015","EB-010","8.824","1.887.840","21","1.278.827","613.905","7.331.257"
"30/04/2015","EB-004","0","1.036.800","27","1.990.148","1.077.139","12.998.411"
"30/04/2015","EB-006","26.905","691.200","60","6.898.822","578.876","146.719.157"
"30/04/2015","EB-009","73.298","1.652.400","74","14.659.599","840.303","339.465.283"
"30/04/2015","EB-010","6.233","1.126.656","21","1.272.078","1.043.169","7.241.537"
"01/05/2015","EB-004","0","1.182.816","27","1.977.262","1.001.292","12.816.887"
"01/05/2015","EB-006","35.824","691.200","60","6.889.230","448.566","146.440.699"
"01/05/2015","EB-009","118.434","2.073.600","74","14.621.466","863.941","338.137.190"
"01/05/2015","EB-010","8.938","345.600","22","1.334.078","1.192.143","8.079.142"
"02/05/2015","EB-004","0","1.195.776","27","1.961.512","973.914","12.595.025"
"02/05/2015","EB-006","36.475","691.200","60","6.882.036","518.831","146.231.855"
"02/05/2015","EB-009","132.670","2.246.400","74","14.579.096","903.411","336.661.531"
"02/05/2015","EB-010","10.253","345.600","23","1.385.598","1.206.165","8.929.454"
"03/05/2015","EB-004","0","1.139.616","27","1.950.057","978.262","12.433.671"
"03/05/2015","EB-006","38.513","691.200","60","6.877.240","590.484","146.092.626"
"03/05/2015","EB-009","114.874","2.073.600","74","14.540.962","864.619","335.337.676"
"03/05/2015","EB-010","9.690","345.600","23","1.446.211","1.149.466","9.723.630"
"04/05/2015","EB-004","0","1.382.400","27","1.929.919","1.135.293","12.186.564"
"04/05/2015","EB-006","34.362","691.200","60","6.872.444","586.333","145.953.397"
"04/05/2015","EB-009","97.538","232.650","74","14.557.911","916.214","335.923.702"
"04/05/2015","EB-010","6.842","2.005.200","23","1.396.401","1.396.158","9.107.746"
"05/05/2015","EB-004","0","1.641.168","27","1.885.559","1.118.692","11.664.088"
"05/05/2015","EB-006","27.461","561.600","60","6.865.250","380.217","145.744.553"
"05/05/2015","EB-009","109.248","302.400","74","14.566.385","706.779","336.218.833"
"05/05/2015","EB-010","7.661","2.505.600","22","1.344.049","1.649.233","8.243.718"
"06/05/2015","EB-004","0","1.900.800","26","1.831.693","1.266.364","11.029.652"
"06/05/2015","EB-006","30.861","691.200","60","6.858.055","513.217","145.535.709"
"06/05/2015","EB-009","109.375","259.200","74","14.583.333","958.839","336.809.097"
"06/05/2015","EB-010","9.148","2.685.312","22","1.288.468","1.910.171","7.459.429"
"07/05/2015","EB-004","0","1.900.800","26","1.775.070","1.241.515","10.370.367"
"07/05/2015","EB-006","28.774","604.800","60","6.850.861","424.730","145.326.865"
"07/05/2015","EB-009","124.030","345.600","74","14.591.807","764.762","337.104.229"
"07/05/2015","EB-010","7.128","2.691.360","21","1.228.890","1.908.545","6.669.486"
"08/05/2015","EB-004","0","1.944.000","26","1.715.287","1.277.054","9.703.421"
"08/05/2015","EB-006","37.615","691.200","60","6.839.035","383.092","144.981.142"
"08/05/2015","EB-009","159.051","734.400","74","14.591.807","893.451","337.104.229"
"08/05/2015","EB-010","8.311","2.692.224","20","1.170.608","1.952.562","5.921.513"
"09/05/2015","EB-004","0","1.944.000","25","1.641.708","1.123.145","8.882.566"
"09/05/2015","EB-006","30.735","604.800","60","6.830.098","366.473","144.712.080"
"09/05/2015","EB-009","119.618","803.520","74","14.587.570","775.572","336.956.663"
"09/05/2015","EB-010","7.540","2.639.520","20","1.108.845","1.952.325","5.226.778"
"10/05/2015","EB-004","0","1.944.000","25","1.576.565","1.103.075","8.041.641"
"10/05/2015","EB-006","27.276","604.800","60","6.818.928","295.749","144.375.753"
"10/05/2015","EB-009","134.167","803.520","74","14.583.333","790.121","336.809.097"
"10/05/2015","EB-010","6.614","1.824.768","20","1.121.044","1.950.794","5.346.190"
"11/05/2015","EB-004","0","1.084.320","24","1.572.973","1.037.106","7.994.427"
"11/05/2015","EB-006","35.424","691.200","60","6.812.225","524.827","144.173.956"
"11/05/2015","EB-009","146.949","1.900.800","74","14.549.437","867.222","335.628.570"
"11/05/2015","EB-010","8.491","604.800","20","1.163.207","1.093.633","5.826.532"
"12/05/2015","EB-004","0","993.600","25","1.588.540","1.198.193","8.199.020"
"12/05/2015","EB-006","37.443","682.560","59","6.807.757","585.472","144.039.425"
"12/05/2015","EB-009","150.873","2.160.000","74","14.507.058","873.352","334.191.049"
"12/05/2015","EB-010","8.725","152.064","21","1.228.890","1.003.743","6.669.486"
"13/05/2015","EB-004","0","1.010.880","25","1.590.935","1.042.356","8.230.496"
"13/05/2015","EB-006","42.847","630.720","59","6.801.054","471.771","143.837.629"
"13/05/2015","EB-009","154.727","2.246.400","74","14.460.440","824.516","332.614.438"
"13/05/2015","EB-010","11.382","351.043","21","1.278.827","1.024.196","7.331.257"
"14/05/2015","EB-004","0","950.400","25","1.592.132","966.137","8.246.233"
"14/05/2015","EB-006","69.959","648.000","59","6.792.118","448.897","143.568.567"
"14/05/2015","EB-009","237.828","2.263.680","74","14.413.822","924.897","331.037.827"
"14/05/2015","EB-010","14.523","401.760","22","1.320.282","967.422","7.882.396"
"15/05/2015","EB-004","0","950.400","25","1.596.922","1.013.352","8.309.185"
"15/05/2015","EB-006","50.196","648.000","59","6.783.181","429.135","143.299.506"
"15/05/2015","EB-009","157.993","2.406.240","74","14.362.966","844.294","329.317.888"
"15/05/2015","EB-010","11.787","412.128","22","1.354.852","963.529","8.422.010"
"16/05/2015","EB-004","0","950.400","25","1.611.292","1.139.255","8.498.040"
"16/05/2015","EB-006","26.411","604.800","59","6.772.011","294.883","142.963.178"
"16/05/2015","EB-009","115.894","2.496.960","73","14.307.872","749.586","327.454.620"
"16/05/2015","EB-010","7.764","432.000","23","1.386.429","960.923","8.943.169"
"17/05/2015","EB-004","0","898.560","25","1.628.057","1.118.890","8.718.370"
"17/05/2015","EB-006","30.414","648.000","59","6.758.606","274.822","142.559.586"
